Hostname, Req_cnt, Dist_Req_Cnt, high_req_cnt_single_domain, avg_req_per_min, high_req_per_min, cnt_query_mx, cnt_query_ptr, dist_dns_server, dist_tld, dist_sld, uniqueness_ratio, res_failed, dist_city_cnt, dist_country_cnt, flux_ratio
172.31.229.39_trafic,273,184,13,7,141,0,0,1,14,105,1,0,1,1,0
172.31.232.172_trafic,82,27,19,1,11,0,0,1,3,10,3,0,1,1,0
172.31.231.38_trafic,43,32,4,14,37,0,0,1,4,18,1,0,1,1,0
172.31.106.57_trafic,22,19,3,0,6,0,0,1,2,8,1,0,0,0,0
172.31.238.205_trafic,78,41,10,5,39,0,0,1,7,26,1,0,1,1,0
172.31.158.129_trafic,25,12,4,12,10,0,0,1,1,8,2,0,0,0,0
172.31.125.83_trafic,50,6,20,0,3,0,0,1,2,5,8,0,0,0,0
172.31.125.82_trafic,71,43,11,1,14,0,0,1,7,27,1,0,0,0,0
172.31.224.101_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.125.80_trafic,52,9,11,0,6,0,0,1,1,7,5,0,0,0,0
172.31.224.107_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.224.106_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.150.74_trafic,383,229,17,6,88,0,0,1,12,116,1,0,0,0,0
172.31.224.104_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.224.109_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.234.129_trafic,231,67,22,4,21,0,0,1,3,14,3,0,1,1,0
172.31.146.134_trafic,352,154,12,11,41,0,0,1,3,49,2,0,0,0,0
172.31.5.24_trafic,4,2,2,4,4,0,0,1,2,2,2,0,0,0,0
172.31.239.157_trafic,70,44,8,11,20,0,0,1,4,28,1,0,1,1,0
172.31.235.120_trafic,34,20,3,34,18,0,0,1,2,7,1,0,1,1,0
172.31.226.230_trafic,17,12,3,0,11,0,1,1,4,9,1,0,1,1,0
172.31.146.137_trafic,1175,272,53,65,193,0,0,1,12,101,4,0,0,0,0
172.31.239.150_trafic,15,12,3,15,11,0,0,1,2,8,1,0,1,1,0
172.31.239.151_trafic,79,21,18,1,11,0,0,1,3,8,3,0,1,1,0
172.31.241.74_trafic,9,6,3,0,1,0,0,1,1,4,1,0,1,1,0
172.31.241.77_trafic,40,20,4,1,13,0,0,1,2,6,2,0,1,1,0
172.31.226.238_trafic,6,4,2,0,3,0,0,1,2,2,1,0,1,1,0
172.31.131.48_trafic,124,51,11,5,29,0,0,1,11,31,2,0,0,0,0
172.31.129.233_trafic,114,72,6,2,13,0,0,1,6,31,1,0,0,0,0
172.31.131.175_trafic,15,11,3,15,12,0,0,1,1,7,1,0,0,0,0
172.31.254.52_trafic,119,32,20,2,13,0,0,1,4,15,3,0,1,1,0
172.31.226.149_trafic,60,26,13,1,10,0,0,1,3,15,2,0,1,1,0
172.31.131.171_trafic,70,47,9,17,24,0,0,1,4,24,1,0,0,0,0
172.31.120.157_trafic,358,292,19,6,168,0,0,1,12,174,1,0,0,0,0
172.31.120.156_trafic,359,217,14,6,83,0,0,1,9,102,1,0,0,0,0
172.31.129.239_trafic,49,22,13,0,9,0,0,1,4,16,2,0,0,0,0
172.31.129.238_trafic,153,93,13,6,60,0,0,1,7,37,1,0,0,0,0
172.31.226.141_trafic,156,24,26,2,12,0,0,1,2,10,6,0,1,1,0
172.31.226.142_trafic,180,57,39,3,20,0,12,1,5,25,3,0,1,1,0
172.31.129.90_trafic,95,58,11,1,19,0,0,1,5,31,1,0,0,0,0
172.31.110.179_trafic,55,19,13,1,14,0,0,1,2,11,2,0,0,0,0
172.31.129.92_trafic,274,85,66,4,45,0,0,1,6,37,3,0,0,0,0
172.31.170.91_trafic,122,94,4,2,61,0,0,1,8,42,1,0,1,1,0
172.31.129.94_trafic,12,2,10,0,2,0,0,1,2,2,6,0,0,0,0
172.31.129.95_trafic,188,40,22,6,41,0,0,1,3,18,4,0,0,0,0
172.31.128.250_trafic,983,407,46,23,160,0,0,1,14,142,2,0,0,0,0
172.31.159.1_trafic,51,35,6,1,21,0,0,1,3,23,1,0,0,0,0
172.31.110.177_trafic,158,33,78,2,29,0,0,1,3,18,4,0,0,0,0
172.31.149.4_trafic,140,30,28,2,18,0,0,1,5,19,4,0,0,0,0
172.31.149.5_trafic,151,62,18,2,21,0,0,1,3,20,2,0,0,0,0
172.31.235.129_trafic,70,28,12,2,16,0,0,1,2,20,2,0,1,1,0
172.31.231.187_trafic,39,18,4,13,27,0,0,1,2,13,2,0,1,1,0
172.31.228.229_trafic,52,14,19,0,7,0,0,1,3,7,3,0,1,1,0
172.31.240.187_trafic,28,18,5,9,11,0,0,1,2,12,1,0,1,1,0
172.31.159.6_trafic,116,30,49,3,18,0,0,1,2,11,3,0,0,0,0
172.31.236.155_trafic,93,30,16,2,17,0,0,1,5,15,3,0,1,1,0
172.31.236.154_trafic,186,44,42,3,9,0,0,1,2,5,4,0,1,1,0
172.31.237.59_trafic,329,131,14,6,34,0,0,1,6,47,2,0,1,1,0
172.31.235.183_trafic,38,24,5,5,11,0,6,1,4,7,1,0,1,1,0
172.31.155.159_trafic,39,16,12,1,9,0,0,1,4,7,2,0,0,0,0
172.31.155.158_trafic,19,14,6,0,13,0,0,1,1,4,1,0,0,0,0
172.31.155.150_trafic,18,10,3,18,17,0,0,1,3,8,1,0,0,0,0
172.31.229.36_trafic,53,11,18,0,6,0,0,1,2,4,4,0,1,1,0
172.31.226.144_trafic,148,56,14,3,22,0,0,1,9,20,2,0,1,1,0
172.31.234.161_trafic,94,59,6,1,29,0,0,1,3,27,1,0,1,1,0
172.31.253.155_trafic,111,58,10,4,31,0,0,1,7,46,1,0,1,1,0
172.31.239.227_trafic,52,25,7,4,27,0,0,1,4,17,2,0,1,1,0
172.31.253.158_trafic,122,97,5,12,47,0,0,1,4,41,1,0,1,1,0
172.31.232.101_trafic,458,145,29,8,35,0,0,1,10,67,3,0,1,1,0
172.31.229.38_trafic,148,27,28,3,13,0,0,1,3,15,5,0,1,1,0
172.31.237.154_trafic,118,39,19,2,15,0,2,1,5,16,3,0,1,1,0
172.31.237.152_trafic,177,63,20,5,36,0,0,1,8,29,2,0,1,1,0
172.31.249.98_trafic,115,34,22,2,18,0,0,1,3,16,3,0,1,1,0
172.31.159.3_trafic,114,72,15,2,45,0,0,1,5,29,1,0,0,0,0
172.31.247.70_trafic,2,1,2,2,1,0,0,1,1,1,2,0,0,0,0
172.31.249.95_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
172.31.245.111_trafic,181,77,14,4,21,0,0,1,7,25,2,0,1,1,0
172.31.159.5_trafic,9,7,2,0,7,0,0,1,1,4,1,0,0,0,0
172.31.159.4_trafic,168,132,4,3,83,0,0,1,5,66,1,0,0,0,0
172.31.248.129_trafic,274,78,26,4,33,0,0,1,5,38,3,0,1,1,0
172.31.239.87_trafic,23,21,2,23,11,0,0,1,2,7,1,0,1,1,0
172.31.248.126_trafic,61,42,6,10,27,0,0,1,8,20,1,0,1,1,0
172.31.152.243_trafic,136,89,15,2,35,0,0,1,4,47,1,0,0,0,0
172.31.105.165_trafic,148,62,30,2,17,0,81,1,4,10,2,0,0,0,0
172.31.248.122_trafic,57,31,8,1,28,0,1,1,6,19,1,0,1,1,0
172.31.248.121_trafic,209,83,27,4,25,0,0,1,7,39,2,0,1,1,0
172.31.228.131_trafic,41,12,12,0,9,0,0,1,2,4,3,0,1,1,0
172.31.108.60_trafic,11,10,2,11,11,0,0,1,2,9,1,0,0,0,0
172.31.108.63_trafic,312,63,57,5,24,0,0,1,5,19,4,0,0,0,0
172.31.244.7_trafic,69,14,15,1,9,0,0,1,2,8,4,0,0,0,0
172.31.108.65_trafic,81,35,11,1,11,0,0,1,3,18,2,0,0,0,0
172.31.108.67_trafic,106,48,14,1,13,0,0,1,6,27,2,0,0,0,0
172.31.168.90_trafic,175,28,77,2,13,0,0,1,3,14,6,0,1,1,0
172.31.240.19_trafic,126,54,10,5,17,0,0,1,2,25,2,0,1,1,0
172.31.225.86_trafic,421,117,41,15,111,0,0,1,4,46,3,0,1,1,0
172.31.148.220_trafic,104,31,16,1,25,0,0,1,2,17,3,0,0,0,0
172.31.122.175_trafic,68,29,9,1,7,0,0,1,4,14,2,0,0,0,0
172.31.126.50_trafic,24,19,3,24,21,0,0,1,3,14,1,0,0,0,0
172.31.248.123_trafic,200,97,16,3,48,0,0,1,7,47,2,0,1,1,0
172.31.155.235_trafic,132,86,14,9,47,0,0,1,6,44,1,0,0,0,0
172.31.239.125_trafic,71,52,3,5,25,0,0,1,2,18,1,0,1,1,0
172.31.227.175_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.225.85_trafic,127,62,10,2,13,0,0,1,10,39,2,0,1,1,0
172.31.105.167_trafic,2,2,1,2,1,0,0,1,2,2,1,0,0,0,0
172.31.104.53_trafic,576,347,11,15,191,0,4,1,14,177,1,0,0,0,0
172.31.108.87_trafic,17,14,2,17,8,0,0,1,3,12,1,0,0,0,0
172.31.129.146_trafic,154,36,12,2,13,0,0,1,2,10,4,0,0,0,0
172.31.129.141_trafic,132,62,10,7,33,0,0,1,6,37,2,0,0,0,0
172.31.108.83_trafic,13,12,2,13,8,0,0,1,2,6,1,0,0,0,0
172.31.170.156_trafic,76,39,11,1,17,0,0,1,2,19,1,0,1,1,0
172.31.170.157_trafic,87,38,17,1,13,0,0,1,3,21,2,0,1,1,0
172.31.159.96_trafic,7,7,1,7,7,0,0,1,1,3,1,0,0,0,0
172.31.154.57_trafic,4,4,1,4,4,0,0,1,1,2,1,0,0,0,0
172.31.159.93_trafic,1841,191,72,33,126,0,0,1,6,66,9,0,0,0,0
172.31.159.92_trafic,299,75,30,7,78,0,0,1,7,31,3,0,0,0,0
172.31.159.90_trafic,126,73,7,4,21,0,0,1,4,20,1,0,0,0,0
172.31.249.65_trafic,15,11,3,15,13,0,0,1,2,6,1,0,1,1,0
172.31.159.98_trafic,60,23,30,2,16,0,0,1,2,10,2,0,0,0,0
172.31.250.29_trafic,46,36,3,0,14,0,0,1,4,17,1,0,1,1,0
172.31.109.25_trafic,4,4,1,4,3,0,0,1,1,3,1,0,0,0,0
172.31.131.63_trafic,271,176,28,15,70,0,1,1,12,79,1,0,0,0,0
172.31.158.208_trafic,63,38,7,1,16,0,0,1,3,15,1,0,0,0,0
172.31.129.78_trafic,201,65,17,3,17,0,0,1,8,35,3,0,0,0,0
172.31.109.20_trafic,30,18,8,4,9,0,0,1,5,13,1,0,0,0,0
172.31.250.20_trafic,205,129,20,6,48,0,0,1,11,67,1,0,1,1,0
172.31.227.172_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.249.254_trafic,111,65,7,27,41,0,0,1,3,30,1,0,1,1,0
172.31.12.118_trafic,293,121,27,5,53,0,0,1,5,42,2,0,1,1,0
172.31.245.131_trafic,140,48,21,2,25,0,0,1,6,24,2,0,1,1,0
172.31.245.130_trafic,106,24,11,9,37,0,0,1,4,20,4,0,1,1,0
172.31.251.228_trafic,50,32,6,3,18,0,0,1,3,19,1,0,1,1,0
172.31.251.229_trafic,56,17,17,3,12,0,0,1,2,9,3,0,1,1,0
172.31.159.79_trafic,37,14,5,37,20,0,0,1,3,10,2,0,0,0,0
172.31.245.134_trafic,104,61,4,10,19,0,0,1,5,29,1,0,1,1,0
172.31.154.204_trafic,178,123,16,3,10,0,0,1,4,8,1,0,0,0,0
172.31.159.75_trafic,88,26,16,12,25,0,0,1,3,9,3,0,0,0,0
172.31.251.223_trafic,8,4,5,8,8,0,0,1,2,2,2,0,1,1,0
172.31.251.220_trafic,212,55,26,4,37,0,0,1,4,27,3,0,1,1,0
172.31.248.53_trafic,344,93,24,6,24,0,0,1,4,34,3,0,1,1,0
172.31.159.71_trafic,216,130,11,4,46,0,0,1,5,67,1,0,0,0,0
172.31.251.224_trafic,191,45,38,3,15,0,0,1,9,18,4,0,1,1,0
172.31.248.57_trafic,181,49,22,5,18,0,0,1,5,26,3,0,1,1,0
172.31.233.48_trafic,6,6,1,6,6,0,0,1,2,4,1,0,0,0,0
172.31.233.42_trafic,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0
172.31.146.26_trafic,237,62,25,5,23,0,0,1,3,34,3,0,0,0,0
172.31.231.49_trafic,157,77,11,3,23,0,0,1,6,31,2,0,1,1,0
172.31.146.25_trafic,350,46,66,5,20,0,0,1,3,9,7,0,0,0,0
172.31.146.21_trafic,109,57,9,1,10,0,0,1,2,18,1,0,0,0,0
172.31.254.173_trafic,165,20,31,2,18,0,0,1,3,14,8,0,1,1,0
172.31.254.172_trafic,9,6,4,0,3,0,0,1,2,3,1,0,1,1,0
172.31.231.41_trafic,40,16,4,8,10,0,0,1,1,9,2,0,1,1,0
172.31.244.198_trafic,228,65,19,4,25,0,0,1,2,17,3,0,1,1,0
172.31.158.74_trafic,42,17,12,0,4,0,0,1,1,5,2,0,0,0,0
172.31.230.154_trafic,140,39,23,2,13,0,0,1,5,16,3,0,1,1,0
172.31.128.190_trafic,100,66,5,4,54,0,0,1,6,34,1,0,0,0,0
172.31.150.205_trafic,8,8,1,8,6,0,5,1,2,4,1,0,0,0,0
172.31.253.6_trafic,90,31,14,1,14,0,0,1,4,20,2,0,1,1,0
172.31.253.4_trafic,155,38,33,5,24,0,1,1,4,10,4,0,1,1,0
172.31.233.94_trafic,10,5,3,2,3,0,0,1,1,3,2,0,1,1,0
172.31.230.151_trafic,13,12,2,13,12,0,0,1,3,8,1,0,1,1,0
172.31.240.119_trafic,112,44,15,2,23,0,0,1,8,16,2,0,1,1,0
172.31.245.225_trafic,58,40,5,2,12,0,0,1,2,13,1,0,1,1,0
172.31.245.224_trafic,55,37,4,11,32,0,0,1,3,20,1,0,1,1,0
172.31.147.9_trafic,403,168,66,6,57,0,0,1,6,74,2,0,0,0,0
172.31.240.112_trafic,121,38,18,2,16,0,0,1,3,25,3,0,1,1,0
172.31.253.8_trafic,18,11,2,18,10,0,0,1,2,5,1,0,1,1,0
172.31.240.111_trafic,24,20,2,24,21,0,0,1,3,15,1,0,1,1,0
172.31.145.0_trafic,51,21,5,51,32,0,0,1,4,12,2,0,0,0,0
172.31.250.111_trafic,94,15,32,1,7,0,0,1,2,10,6,0,1,1,0
172.31.145.4_trafic,60,26,12,1,20,0,0,1,4,15,2,0,0,0,0
172.31.107.183_trafic,488,165,23,8,61,0,0,1,7,58,2,0,0,0,0
172.31.235.227_trafic,127,34,18,3,12,0,0,1,6,13,3,0,1,1,0
172.31.235.229_trafic,123,47,15,3,21,0,2,1,5,15,2,0,1,1,0
172.31.121.208_trafic,359,127,14,6,29,0,0,1,8,59,2,0,0,0,0
172.31.107.11_trafic,12,10,2,12,10,0,0,1,1,5,1,0,0,0,0
172.31.252.200_trafic,139,25,14,2,15,0,0,1,2,16,5,0,1,1,0
172.31.234.219_trafic,228,49,27,4,20,0,1,1,4,15,4,0,1,1,0
172.31.12.18_trafic,76,25,8,12,33,0,0,1,3,12,3,0,1,1,0
172.31.253.24_trafic,60,19,12,1,10,0,0,1,2,10,3,0,1,1,0
172.31.108.117_trafic,229,122,11,3,44,0,0,1,2,24,1,0,0,0,0
172.31.253.26_trafic,14,8,4,3,4,0,0,1,2,3,1,0,1,1,0
172.31.147.61_trafic,53,24,7,3,19,0,0,1,3,16,2,0,0,0,0
172.31.253.23_trafic,9,8,2,9,6,0,0,1,1,6,1,0,1,1,0
172.31.106.221_trafic,133,53,22,2,15,0,0,1,10,23,2,0,0,0,0
172.31.127.212_trafic,159,72,17,4,17,0,0,1,3,33,2,0,0,0,0
172.31.127.210_trafic,129,45,12,2,14,0,0,1,3,19,2,0,0,0,0
172.31.147.69_trafic,309,52,32,6,15,0,0,1,2,6,5,0,0,0,0
172.31.145.173_trafic,8,8,1,8,8,0,0,1,1,6,1,0,0,0,0
172.31.230.193_trafic,158,63,11,4,20,0,0,1,2,17,2,0,1,1,0
172.31.110.20_trafic,4,4,1,4,4,0,0,1,2,4,1,0,0,0,0
172.31.234.169_trafic,123,39,20,2,16,0,0,1,4,11,3,0,1,1,0
172.31.5.19_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
172.31.230.194_trafic,62,14,17,1,10,0,0,1,2,6,4,0,1,1,0
172.31.110.28_trafic,485,212,20,8,39,0,1,1,17,83,2,0,0,0,0
172.31.252.207_trafic,46,33,7,46,40,0,0,1,4,17,1,0,1,1,0
172.31.245.87_trafic,61,24,9,5,25,0,2,1,3,7,2,0,1,1,0
172.31.5.11_trafic,46,12,27,0,6,0,0,1,1,6,3,0,0,0,0
172.31.241.8_trafic,198,141,5,6,51,0,0,1,7,71,1,0,1,1,0
172.31.155.1_trafic,12,11,2,12,12,0,0,1,2,8,1,0,0,0,0
172.31.125.128_trafic,174,51,27,2,16,0,0,1,3,24,3,0,0,0,0
172.31.225.60_trafic,139,42,23,2,16,0,0,1,5,20,3,0,1,1,0
172.31.225.61_trafic,1290,71,66,30,52,0,0,1,4,7,18,0,1,1,0
172.31.151.182_trafic,100,60,19,1,19,0,0,1,5,25,1,0,0,0,0
172.31.241.0_trafic,125,70,6,17,47,0,3,1,10,23,1,0,1,1,0
172.31.225.64_trafic,72,31,12,1,25,0,0,1,6,13,2,0,1,1,0
172.31.151.185_trafic,451,246,9,8,54,0,0,1,8,89,1,0,0,0,0
172.31.155.8_trafic,74,11,22,1,8,0,0,1,1,4,6,0,0,0,0
172.31.243.9_trafic,92,39,10,3,21,0,0,1,5,20,2,0,1,1,0
172.31.157.4_trafic,35,22,5,5,21,0,0,1,5,11,1,0,0,0,0
172.31.157.225_trafic,135,84,5,6,23,0,0,1,3,22,1,0,0,0,0
172.31.235.53_trafic,59,23,7,1,13,0,0,1,2,7,2,0,1,1,0
172.31.157.0_trafic,33,26,3,33,23,0,0,1,3,17,1,0,0,0,0
172.31.157.3_trafic,110,15,24,1,7,0,0,1,4,10,7,0,0,0,0
172.31.157.2_trafic,2,1,2,2,2,0,0,1,1,1,2,0,0,0,0
172.31.230.174_trafic,550,257,17,9,119,0,0,1,11,121,2,0,1,1,0
172.31.230.177_trafic,68,20,20,1,9,0,0,1,4,11,3,0,1,1,0
172.31.233.37_trafic,296,34,59,5,18,0,0,1,4,24,8,0,1,1,0
172.31.230.170_trafic,12,11,2,12,12,0,0,1,2,8,1,0,1,1,0
172.31.157.229_trafic,4,4,1,4,3,0,0,1,2,4,1,0,0,0,0
172.31.243.6_trafic,336,191,9,10,101,0,0,1,18,94,1,0,1,1,0
172.31.242.253_trafic,112,50,5,2,23,0,0,1,2,13,2,0,1,1,0
172.31.243.89_trafic,19,13,3,19,16,0,0,1,2,7,1,0,1,1,0
172.31.155.214_trafic,477,293,16,15,146,0,0,1,18,175,1,0,0,0,0
172.31.157.42_trafic,46,23,7,0,4,0,0,1,1,9,2,0,0,0,0
172.31.243.83_trafic,2,2,1,2,2,0,0,1,1,2,1,0,0,0,0
172.31.157.40_trafic,143,34,35,2,13,0,0,1,3,16,4,0,0,0,0
172.31.245.1_trafic,745,185,32,12,55,0,0,1,6,52,4,0,1,1,0
172.31.245.0_trafic,68,35,8,2,7,0,0,1,2,11,1,0,1,1,0
172.31.127.107_trafic,15,12,2,2,12,0,0,1,2,10,1,0,0,0,0
172.31.148.203_trafic,57,20,14,3,19,0,0,1,2,8,2,0,0,0,0
172.31.149.179_trafic,118,65,5,6,31,0,0,1,3,26,1,0,0,0,0
172.31.127.102_trafic,401,253,8,12,74,0,0,1,11,108,1,0,0,0,0
172.31.127.101_trafic,120,42,18,3,25,0,0,1,4,28,2,0,0,0,0
172.31.236.0_trafic,74,15,16,3,10,0,0,1,1,10,4,0,1,1,0
172.31.131.221_trafic,255,121,29,14,54,0,0,1,6,36,2,0,0,0,0
172.31.226.92_trafic,38,30,3,38,25,0,0,1,2,12,1,0,1,1,0
172.31.151.115_trafic,161,116,6,10,23,0,0,1,4,46,1,0,0,0,0
172.31.13.172_trafic,159,105,8,2,45,0,0,1,7,41,1,0,1,1,0
172.31.148.28_trafic,301,82,45,5,21,0,0,1,4,24,3,0,0,0,0
172.31.148.29_trafic,209,104,14,12,28,0,0,1,8,35,2,0,0,0,0
172.31.232.135_trafic,75,39,6,4,13,0,0,1,4,12,1,0,1,1,0
172.31.111.99_trafic,27,14,4,27,15,0,0,1,2,11,1,0,0,0,0
172.31.232.131_trafic,277,114,18,4,61,0,0,1,8,50,2,0,1,1,0
172.31.123.234_trafic,65,33,9,1,13,0,0,1,5,18,1,0,0,0,0
172.31.249.190_trafic,104,39,17,2,20,0,0,1,6,24,2,0,1,1,0
172.31.241.201_trafic,85,18,21,1,7,0,0,1,3,9,4,0,1,1,0
172.31.12.78_trafic,83,32,19,1,9,0,0,1,3,12,2,0,1,1,0
172.31.148.27_trafic,726,49,57,12,18,0,0,1,3,23,14,0,0,0,0
172.31.169.117_trafic,227,113,13,4,33,0,1,1,7,44,2,0,1,1,0
172.31.12.92_trafic,5,2,4,0,1,0,0,1,1,1,2,0,0,0,0
172.31.241.200_trafic,17,17,1,8,10,0,0,1,2,3,1,0,1,1,0
172.31.169.112_trafic,261,91,30,8,55,0,0,1,4,20,2,0,1,1,0
172.31.155.46_trafic,241,77,18,4,19,0,0,1,8,39,3,0,0,0,0
172.31.168.190_trafic,233,116,17,7,34,0,0,1,5,44,2,0,1,1,0
172.31.155.48_trafic,8,6,2,8,4,0,0,1,1,6,1,0,0,0,0
172.31.246.198_trafic,38,24,5,4,12,0,0,1,2,9,1,0,1,1,0
172.31.236.6_trafic,147,91,10,10,46,0,0,1,10,35,1,0,1,1,0
172.31.242.49_trafic,25,6,18,2,3,0,0,1,2,5,4,0,1,1,0
172.31.122.226_trafic,244,132,13,4,23,0,0,1,8,38,1,0,0,0,0
172.31.108.85_trafic,109,46,19,2,14,0,0,1,5,20,2,0,0,0,0
172.31.126.51_trafic,352,143,29,7,51,0,0,1,2,34,2,0,0,0,0
172.31.155.173_trafic,295,32,41,5,25,0,0,1,2,3,9,0,0,0,0
172.31.122.221_trafic,136,82,9,5,27,0,0,1,6,35,1,0,0,0,0
172.31.153.124_trafic,2,1,2,2,2,0,0,1,1,1,2,0,0,0,0
172.31.246.196_trafic,3,3,1,3,3,0,0,1,1,3,1,0,0,0,0
172.31.155.172_trafic,154,27,20,3,17,0,0,1,2,12,5,0,0,0,0
172.31.153.120_trafic,45,29,10,11,18,0,0,1,4,16,1,0,0,0,0
172.31.232.232_trafic,86,36,12,1,16,0,0,1,7,23,2,0,1,1,0
172.31.242.47_trafic,111,48,12,2,9,0,0,1,2,16,2,0,1,1,0
172.31.122.228_trafic,151,71,16,2,22,0,0,1,2,18,2,0,0,0,0
172.31.238.250_trafic,40,26,3,0,7,0,0,1,4,16,1,0,1,1,0
172.31.153.4_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
172.31.153.9_trafic,2,1,2,2,2,0,0,1,1,1,2,0,0,0,0
172.31.242.70_trafic,6,1,6,0,1,0,0,1,1,1,6,0,0,0,0
172.31.149.175_trafic,55,30,12,1,7,0,0,1,3,21,1,0,0,0,0
172.31.241.209_trafic,39,8,10,2,7,0,0,1,2,5,4,0,1,1,0
172.31.155.217_trafic,45,26,6,11,17,0,3,1,5,10,1,0,0,0,0
172.31.247.138_trafic,18,11,4,18,9,0,0,1,1,7,1,0,1,1,0
172.31.251.5_trafic,102,66,6,3,25,0,0,1,4,34,1,0,1,1,0
172.31.224.137_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.123.236_trafic,243,122,12,4,32,0,0,1,12,55,1,0,0,0,0
172.31.13.12_trafic,104,43,9,1,12,0,0,1,3,16,2,0,1,1,0
172.31.13.10_trafic,134,17,97,2,7,0,0,2,1,8,7,0,1,1,0
172.31.227.246_trafic,54,22,7,1,19,0,0,1,5,16,2,0,1,1,0
172.31.227.245_trafic,91,34,9,3,23,0,0,1,4,14,2,0,1,1,0
172.31.243.127_trafic,47,24,10,47,34,0,0,1,5,12,1,0,1,1,0
172.31.240.42_trafic,29,24,3,29,23,0,0,1,3,18,1,0,1,1,0
172.31.232.239_trafic,38,24,4,1,10,0,0,1,3,9,1,0,1,1,0
172.31.170.31_trafic,39,31,4,9,15,0,0,1,3,13,1,0,1,1,0
172.31.107.226_trafic,31,26,3,3,10,0,0,1,4,15,1,0,0,0,0
172.31.225.228_trafic,108,47,5,4,20,0,0,1,7,31,2,0,1,1,0
172.31.225.227_trafic,2599,315,86,44,265,0,0,1,10,131,8,0,1,1,0
172.31.121.49_trafic,155,48,17,2,16,0,0,1,2,13,3,0,0,0,0
172.31.225.222_trafic,256,39,27,4,19,0,0,1,5,15,6,0,1,1,0
172.31.225.221_trafic,139,64,19,2,22,0,0,1,7,26,2,0,1,1,0
172.31.127.96_trafic,22,18,2,22,22,0,0,1,5,15,1,0,0,0,0
172.31.144.185_trafic,5,5,1,5,5,0,0,1,2,4,1,0,0,0,0
172.31.240.29_trafic,14,14,1,14,6,0,0,1,2,6,1,0,1,1,0
172.31.130.252_trafic,307,155,35,5,79,0,0,1,12,71,1,0,0,0,0
172.31.228.32_trafic,45,38,3,45,44,0,0,1,6,23,1,0,1,1,0
172.31.233.194_trafic,307,151,18,5,52,0,0,1,5,60,2,0,1,1,0
172.31.231.135_trafic,67,20,11,11,13,0,0,1,4,9,3,0,1,1,0
172.31.233.196_trafic,186,102,15,18,41,0,4,1,10,44,1,0,1,1,0
172.31.240.245_trafic,43,24,6,0,12,0,0,1,4,11,1,0,1,1,0
172.31.237.245_trafic,8,7,2,8,7,0,0,1,3,5,1,0,1,1,0
172.31.233.192_trafic,87,38,11,4,23,0,0,1,4,19,2,0,1,1,0
172.31.233.193_trafic,29,28,2,9,12,0,0,1,2,10,1,0,1,1,0
172.31.171.149_trafic,29,13,8,2,11,0,0,1,3,8,2,0,1,1,0
172.31.104.152_trafic,41,25,7,1,7,0,0,1,4,13,1,0,0,0,0
172.31.231.244_trafic,84,68,3,84,47,0,0,1,5,33,1,0,1,1,0
172.31.121.2_trafic,63,33,8,3,8,0,0,1,3,18,1,0,0,0,0
172.31.232.152_trafic,56,38,8,4,21,0,0,1,4,17,1,0,1,1,0
172.31.121.6_trafic,61,39,9,1,17,0,0,1,3,15,1,0,0,0,0
172.31.150.49_trafic,109,39,10,1,12,0,0,1,3,19,2,0,0,0,0
172.31.150.48_trafic,43,25,5,1,12,0,0,1,3,16,1,0,0,0,0
172.31.145.15_trafic,305,129,21,6,33,0,0,1,12,59,2,0,0,0,0
172.31.150.43_trafic,109,61,9,2,12,0,0,1,6,33,1,0,0,0,0
172.31.125.91_trafic,137,79,17,2,19,0,0,1,2,21,1,0,0,0,0
172.31.123.241_trafic,159,49,8,2,23,0,0,1,2,14,3,0,0,0,0
172.31.123.2_trafic,498,231,17,8,42,0,0,1,14,120,2,0,0,0,0
172.31.226.242_trafic,75,31,14,2,18,0,0,1,5,19,2,0,1,1,0
172.31.227.15_trafic,33,33,1,16,23,0,0,1,2,11,1,0,1,1,0
172.31.12.94_trafic,55,30,10,0,15,0,0,2,4,10,1,0,1,1,0
172.31.105.84_trafic,188,79,25,3,38,0,0,1,15,30,2,0,0,0,0
172.31.105.83_trafic,5,2,4,5,2,0,0,1,1,2,2,0,0,0,0
172.31.12.93_trafic,494,311,15,8,101,0,0,2,14,173,1,0,1,1,0
172.31.158.249_trafic,33,16,14,0,6,0,0,1,3,4,2,0,0,0,0
172.31.157.86_trafic,526,174,14,9,41,0,0,1,7,80,3,0,0,0,0
172.31.159.121_trafic,449,195,12,8,73,0,0,1,9,117,2,0,0,0,0
172.31.238.185_trafic,22,19,2,22,22,0,0,1,3,10,1,0,1,1,0
