,Hostname, Req_cnt, Dist_Req_Cnt, high_req_cnt_single_domain, avg_req_per_min, high_req_per_min, cnt_query_mx, cnt_query_ptr, dist_dns_server, dist_tld, dist_sld, uniqueness_ratio, res_failed, dist_city_cnt, dist_country_cnt, flux_ratio,RESULT
733,172.31.110.53_trafic,13,9,2,4,7,0,0,1,1,7,1,0,0,0,0,clean
734,172.31.224.70_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
735,172.31.230.188_trafic,167,48,25,2,24,0,0,1,7,18,3,0,1,1,0,Bot
736,172.31.235.86_trafic,64,44,4,32,31,0,0,1,12,22,1,0,1,1,0,clean
737,172.31.224.71_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
738,172.31.153.54_trafic,24,15,3,3,10,0,0,1,2,4,1,0,0,0,0,clean
739,172.31.123.233_trafic,3,3,1,3,1,0,0,1,1,2,1,0,0,0,0,clean
740,172.31.225.76_trafic,85,37,24,1,14,0,2,1,4,16,2,0,1,1,0,Bot
741,172.31.251.70_trafic,6,6,1,6,4,0,0,1,2,3,1,0,0,0,0,clean
742,172.31.225.74_trafic,132,20,37,2,12,0,0,1,3,14,6,0,1,1,0,Bot
743,172.31.225.73_trafic,227,113,13,4,25,0,0,1,6,45,2,0,1,1,0,Bot
744,172.31.225.71_trafic,283,110,12,5,52,0,0,1,4,37,2,0,1,1,0,Bot
745,172.31.225.70_trafic,39,33,5,39,33,0,0,1,5,15,1,0,1,1,0,clean
746,172.31.148.19_trafic,45,12,19,0,6,0,0,1,3,9,3,0,0,0,0,Bot
747,172.31.19.232_trafic,595,232,18,10,58,0,0,1,8,100,2,0,1,1,0,Bot
748,172.31.145.108_trafic,163,71,20,4,29,0,3,1,11,21,2,0,0,0,0,Bot
749,172.31.125.135_trafic,237,201,8,10,93,0,0,1,14,134,1,0,0,0,0,clean
750,172.31.157.230_trafic,201,49,21,3,23,0,0,1,4,17,4,0,0,0,0,Bot
751,172.31.125.139_trafic,85,11,25,1,4,0,0,1,3,6,7,0,0,0,0,Bot
752,172.31.230.163_trafic,191,34,20,3,27,0,5,1,4,12,5,0,1,1,0,Bot
753,172.31.157.236_trafic,4,3,2,4,4,0,0,1,1,3,1,0,0,0,0,clean
754,172.31.243.99_trafic,93,54,8,3,19,0,0,1,5,31,1,0,1,1,0,clean
755,172.31.157.58_trafic,62,21,13,1,4,0,0,1,3,7,2,0,0,0,0,Bot
756,172.31.229.139_trafic,55,29,6,7,20,0,0,1,9,19,1,0,1,1,0,clean
757,172.31.155.72_trafic,8,4,2,8,8,0,0,1,1,1,2,0,0,0,0,clean
758,172.31.243.90_trafic,165,64,11,3,25,0,0,1,5,34,2,0,1,1,0,Bot
759,172.31.229.131_trafic,167,69,17,2,28,0,0,1,3,18,2,0,1,1,0,Bot
760,172.31.245.200_trafic,50,14,12,4,12,0,0,1,2,8,3,0,0,0,0,Bot
761,172.31.229.137_trafic,180,138,5,3,41,0,0,1,7,51,1,0,1,1,0,clean
762,172.31.243.94_trafic,9,6,4,9,8,0,0,1,2,5,1,0,1,1,0,clean
763,172.31.125.142_trafic,17,13,3,17,14,0,0,1,4,11,1,0,0,0,0,clean
764,172.31.243.96_trafic,101,78,3,5,70,0,0,1,2,19,1,0,1,1,0,clean
765,172.31.244.254_trafic,251,61,36,5,23,0,0,1,8,24,4,0,1,1,0,Bot
766,172.31.245.56_trafic,74,42,17,1,11,0,0,1,4,27,1,0,1,1,0,Bot
767,172.31.127.110_trafic,32,19,4,10,19,0,0,1,5,9,1,0,0,0,0,clean
768,172.31.127.111_trafic,90,28,16,1,7,0,0,1,2,11,3,0,0,0,0,Bot
769,172.31.235.84_trafic,57,23,7,3,17,0,0,1,4,11,2,0,1,1,0,clean
770,172.31.234.14_trafic,76,34,9,2,38,0,0,1,4,18,2,0,1,1,0,clean
771,172.31.127.117_trafic,18,16,3,18,15,0,0,1,1,10,1,0,0,0,0,clean
772,172.31.231.101_trafic,105,36,19,1,15,0,0,1,3,16,2,0,1,1,0,Bot
773,172.31.231.103_trafic,369,192,59,10,119,0,3,1,17,124,1,0,1,1,0,Bot
774,172.31.247.49_trafic,66,23,20,1,9,0,0,1,3,12,2,0,1,1,0,Bot
775,172.31.123.218_trafic,80,29,17,1,7,0,0,1,3,19,2,0,0,0,0,Bot
776,172.31.231.109_trafic,10,1,10,0,1,0,0,1,1,1,10,0,0,0,0,clean
777,172.31.157.146_trafic,2,2,1,2,2,0,0,1,1,2,1,0,0,0,0,clean
778,172.31.156.101_trafic,60,33,7,1,22,0,0,1,3,11,1,0,0,0,0,clean
779,172.31.12.40_trafic,83,43,5,83,71,0,0,1,10,19,1,0,1,1,0,clean
780,172.31.123.213_trafic,9,9,1,9,9,0,0,1,1,3,1,0,0,0,0,clean
781,172.31.12.46_trafic,758,382,20,13,161,0,0,1,20,185,1,0,1,1,0,Bot
782,172.31.156.104_trafic,94,28,38,1,10,0,0,1,3,15,3,0,0,0,0,Bot
783,172.31.155.57_trafic,264,61,70,4,26,0,0,1,2,22,4,0,0,0,0,Bot
784,172.31.241.96_trafic,139,25,22,3,17,0,0,1,2,10,5,0,1,1,0,Bot
785,172.31.155.53_trafic,65,30,20,1,17,0,0,1,3,16,2,0,0,0,0,Bot
786,172.31.240.27_trafic,178,56,38,3,22,0,0,1,9,33,3,0,1,1,0,clean
787,172.31.241.91_trafic,352,87,42,6,29,0,0,1,6,34,4,0,1,1,0,Bot
788,172.31.241.90_trafic,43,16,10,2,7,0,0,1,3,9,2,0,1,1,0,clean
789,172.31.125.189_trafic,64,41,4,2,15,0,0,1,2,16,1,0,0,0,0,clean
790,172.31.226.12_trafic,537,173,23,9,53,0,0,1,4,72,3,0,1,1,0,Bot
791,172.31.146.8_trafic,90,22,30,6,15,0,80,1,2,5,4,0,0,0,0,Bot
792,172.31.226.14_trafic,96,32,11,2,9,0,0,1,3,7,3,0,1,1,0,Bot
793,172.31.168.186_trafic,82,39,10,1,11,0,0,1,2,9,2,0,1,1,0,clean
794,172.31.155.58_trafic,22,7,8,0,3,0,0,1,1,4,3,0,0,0,0,clean
795,172.31.171.61_trafic,11,8,2,0,1,0,0,1,2,5,1,0,1,1,0,clean
796,172.31.242.38_trafic,4,2,2,4,4,0,0,1,1,2,2,0,1,1,0,clean
797,172.31.242.39_trafic,81,19,10,9,18,0,0,1,3,15,4,0,1,1,0,clean
798,172.31.251.111_trafic,564,180,12,9,81,0,0,1,8,56,3,0,1,1,0,Bot
799,172.31.122.230_trafic,136,31,19,2,9,0,0,1,3,16,4,0,0,0,0,Bot
800,172.31.171.69_trafic,164,39,27,2,11,0,0,1,3,20,4,0,1,1,0,Bot
801,172.31.242.36_trafic,11,9,2,11,9,0,0,1,1,7,1,0,1,1,0,clean
802,172.31.156.77_trafic,50,27,14,0,5,0,0,1,4,14,1,0,0,0,0,Bot
803,172.31.122.234_trafic,173,60,19,3,21,0,3,1,6,27,2,0,0,0,0,Bot
804,172.31.122.235_trafic,84,39,10,1,17,0,0,1,2,11,2,0,0,0,0,clean
805,172.31.156.72_trafic,89,22,30,2,14,0,0,1,1,10,4,0,0,0,0,Bot
806,172.31.153.111_trafic,54,22,5,54,30,0,0,1,4,16,2,0,0,0,0,clean
807,172.31.247.129_trafic,42,23,5,0,7,0,4,1,4,10,1,0,1,1,0,clean
808,172.31.228.119_trafic,9,8,2,9,9,0,0,1,3,6,1,0,1,1,0,clean
809,172.31.153.112_trafic,77,39,16,2,15,0,0,1,6,28,1,0,0,0,0,Bot
810,172.31.106.166_trafic,156,48,16,2,12,0,0,1,3,21,3,0,0,0,0,Bot
811,172.31.146.116_trafic,24,12,11,0,5,0,0,1,2,8,2,0,0,0,0,Bot
812,172.31.146.115_trafic,7,5,3,0,4,0,0,1,2,5,1,0,0,0,0,clean
813,172.31.130.8_trafic,135,50,17,2,10,0,0,1,6,23,2,0,0,0,0,Bot
814,172.31.156.215_trafic,46,33,3,11,22,0,0,1,4,21,1,0,0,0,0,clean
815,172.31.247.124_trafic,4,4,1,4,3,0,0,1,1,3,1,0,0,0,0,clean
816,172.31.156.211_trafic,74,23,13,3,21,0,0,1,3,11,3,0,0,0,0,Bot
817,172.31.113.246_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,clean
818,172.31.126.181_trafic,203,61,29,3,12,0,0,1,6,35,3,0,0,0,0,Bot
819,172.31.127.38_trafic,76,40,35,8,25,0,0,1,2,17,1,0,0,0,0,Bot
820,172.31.171.89_trafic,50,10,9,0,8,0,0,1,2,4,5,0,1,1,0,clean
821,172.31.227.254_trafic,2,2,1,2,1,0,0,1,1,2,1,0,0,0,0,clean
822,172.31.171.87_trafic,126,60,11,2,15,0,0,1,3,22,2,0,1,1,0,Bot
823,172.31.171.84_trafic,35,20,10,0,5,0,0,1,4,13,1,0,1,1,0,clean
824,172.31.123.95_trafic,201,143,5,6,43,0,0,1,2,36,1,0,0,0,0,clean
825,172.31.227.252_trafic,90,54,6,3,24,0,0,1,6,27,1,0,1,1,0,clean
826,172.31.243.119_trafic,268,129,11,7,28,0,0,1,6,41,2,0,1,1,0,Bot
827,172.31.154.38_trafic,30,2,26,0,4,0,0,1,1,2,15,0,0,0,0,Bot
828,172.31.240.79_trafic,35,19,6,11,18,0,0,1,3,14,1,0,1,1,0,clean
829,172.31.130.247_trafic,212,75,28,9,34,0,0,1,11,39,2,0,0,0,0,Bot
830,172.31.154.32_trafic,58,31,8,1,12,0,0,1,4,17,1,0,0,0,0,clean
831,172.31.240.73_trafic,174,68,16,5,33,0,0,1,9,37,2,0,1,1,0,clean
832,172.31.123.101_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,clean
833,172.31.123.100_trafic,87,41,19,1,12,0,0,1,4,24,2,0,0,0,0,Bot
834,172.31.243.115_trafic,108,51,20,2,23,0,0,1,5,22,2,0,1,1,0,Bot
835,172.31.123.106_trafic,157,26,86,2,11,0,0,1,5,16,6,0,0,0,0,Bot
836,172.31.107.215_trafic,47,20,8,5,10,0,0,1,3,14,2,0,0,0,0,clean
837,172.31.107.214_trafic,268,126,12,4,20,0,0,1,5,32,2,0,0,0,0,Bot
838,172.31.152.203_trafic,6,5,2,6,6,0,0,1,1,4,1,0,0,0,0,clean
839,172.31.153.202_trafic,122,32,14,2,25,0,0,1,4,20,3,0,0,0,0,Bot
840,172.31.170.22_trafic,16,11,3,5,6,0,0,1,2,4,1,0,1,1,0,clean
841,172.31.131.225_trafic,96,42,31,4,24,0,0,1,2,21,2,0,0,0,0,Bot
842,172.31.242.180_trafic,753,41,627,12,21,0,0,1,5,19,18,0,1,1,0,Bot
843,172.31.104.54_trafic,64,24,22,1,5,0,0,1,3,11,2,0,0,0,0,Bot
844,172.31.1.4_trafic,491,62,201,8,32,0,0,15,8,6,7,0,1,1,0,Bot
845,172.31.242.189_trafic,77,37,26,1,12,0,0,1,2,12,2,0,1,1,0,Bot
846,172.31.225.230_trafic,9,4,3,0,3,0,0,1,2,2,2,0,1,1,0,clean
847,172.31.225.231_trafic,47,20,7,1,8,0,0,1,2,5,2,0,1,1,0,clean
848,172.31.228.29_trafic,99,15,20,2,12,0,0,1,2,9,6,0,1,1,0,Bot
849,172.31.227.190_trafic,180,84,16,4,18,0,0,1,5,39,2,0,1,1,0,Bot
850,172.31.225.234_trafic,152,34,23,2,18,0,0,1,1,5,4,0,1,1,0,Bot
851,172.31.225.235_trafic,296,198,9,8,90,0,12,1,21,88,1,0,1,1,0,clean
852,172.31.225.236_trafic,287,44,52,4,22,0,0,1,7,19,6,0,1,1,0,Bot
853,172.31.146.208_trafic,13,6,5,13,8,0,0,1,2,5,2,0,0,0,0,clean
854,172.31.126.133_trafic,176,58,18,3,17,0,0,1,4,20,3,0,0,0,0,Bot
855,172.31.130.241_trafic,21,20,2,1,9,0,0,1,4,12,1,0,0,0,0,clean
856,172.31.146.205_trafic,228,91,23,4,27,0,0,1,2,19,2,0,0,0,0,Bot
857,172.31.228.20_trafic,105,41,12,1,21,0,0,1,5,16,2,0,1,1,0,Bot
858,172.31.228.27_trafic,6,4,3,0,3,0,0,1,1,1,1,0,1,1,0,clean
859,172.31.228.26_trafic,28,6,6,0,6,0,0,1,1,2,4,0,1,1,0,clean
860,172.31.168.40_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
861,172.31.166.206_trafic,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,clean
862,172.31.153.26_trafic,110,77,7,2,56,0,0,1,8,35,1,0,0,0,0,clean
863,172.31.225.43_trafic,126,25,18,2,13,0,0,1,3,14,5,0,1,1,0,Bot
864,172.31.247.109_trafic,252,65,30,4,25,0,0,1,6,36,3,0,1,1,0,Bot
865,172.31.171.133_trafic,189,49,15,3,16,0,0,1,3,29,3,0,1,1,0,Bot
866,172.31.229.254_trafic,426,204,22,7,57,0,0,1,13,89,2,0,1,1,0,clean
867,172.31.123.207_trafic,1524,201,154,40,221,0,0,1,9,85,7,0,0,0,0,Bot
868,172.31.238.207_trafic,67,46,5,11,33,0,0,1,3,17,1,0,1,1,0,clean
869,172.31.229.39_trafic,273,184,13,7,141,0,0,1,14,105,1,0,1,1,0,Bot
870,172.31.232.172_trafic,82,27,19,1,11,0,0,1,3,10,3,0,1,1,0,Bot
871,172.31.231.38_trafic,43,32,4,14,37,0,0,1,4,18,1,0,1,1,0,clean
872,172.31.106.57_trafic,22,19,3,0,6,0,0,1,2,8,1,0,0,0,0,clean
873,172.31.238.205_trafic,78,41,10,5,39,0,0,1,7,26,1,0,1,1,0,clean
874,172.31.158.129_trafic,25,12,4,12,10,0,0,1,1,8,2,0,0,0,0,clean
875,172.31.125.83_trafic,50,6,20,0,3,0,0,1,2,5,8,0,0,0,0,Bot
876,172.31.125.82_trafic,71,43,11,1,14,0,0,1,7,27,1,0,0,0,0,Bot
877,172.31.224.101_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
878,172.31.125.80_trafic,52,9,11,0,6,0,0,1,1,7,5,0,0,0,0,Bot
879,172.31.224.107_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
880,172.31.224.106_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
881,172.31.150.74_trafic,383,229,17,6,88,0,0,1,12,116,1,0,0,0,0,clean
882,172.31.224.104_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
883,172.31.224.109_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
884,172.31.234.129_trafic,231,67,22,4,21,0,0,1,3,14,3,0,1,1,0,Bot
885,172.31.146.134_trafic,352,154,12,11,41,0,0,1,3,49,2,0,0,0,0,Bot
886,172.31.5.24_trafic,4,2,2,4,4,0,0,1,2,2,2,0,0,0,0,clean
887,172.31.239.157_trafic,70,44,8,11,20,0,0,1,4,28,1,0,1,1,0,clean
888,172.31.235.120_trafic,34,20,3,34,18,0,0,1,2,7,1,0,1,1,0,clean
889,172.31.226.230_trafic,17,12,3,0,11,0,1,1,4,9,1,0,1,1,0,clean
890,172.31.146.137_trafic,1175,272,53,65,193,0,0,1,12,101,4,0,0,0,0,Bot
891,172.31.239.150_trafic,15,12,3,15,11,0,0,1,2,8,1,0,1,1,0,clean
892,172.31.239.151_trafic,79,21,18,1,11,0,0,1,3,8,3,0,1,1,0,Bot
893,172.31.241.74_trafic,9,6,3,0,1,0,0,1,1,4,1,0,1,1,0,clean
894,172.31.241.77_trafic,40,20,4,1,13,0,0,1,2,6,2,0,1,1,0,clean
895,172.31.226.238_trafic,6,4,2,0,3,0,0,1,2,2,1,0,1,1,0,clean
896,172.31.131.48_trafic,124,51,11,5,29,0,0,1,11,31,2,0,0,0,0,Bot
897,172.31.129.233_trafic,114,72,6,2,13,0,0,1,6,31,1,0,0,0,0,clean
898,172.31.131.175_trafic,15,11,3,15,12,0,0,1,1,7,1,0,0,0,0,clean
899,172.31.254.52_trafic,119,32,20,2,13,0,0,1,4,15,3,0,1,1,0,Bot
900,172.31.226.149_trafic,60,26,13,1,10,0,0,1,3,15,2,0,1,1,0,Bot
901,172.31.131.171_trafic,70,47,9,17,24,0,0,1,4,24,1,0,0,0,0,clean
902,172.31.120.157_trafic,358,292,19,6,168,0,0,1,12,174,1,0,0,0,0,Bot
903,172.31.120.156_trafic,359,217,14,6,83,0,0,1,9,102,1,0,0,0,0,clean
904,172.31.129.239_trafic,49,22,13,0,9,0,0,1,4,16,2,0,0,0,0,Bot
905,172.31.129.238_trafic,153,93,13,6,60,0,0,1,7,37,1,0,0,0,0,Bot
906,172.31.226.141_trafic,156,24,26,2,12,0,0,1,2,10,6,0,1,1,0,Bot
907,172.31.226.142_trafic,180,57,39,3,20,0,12,1,5,25,3,0,1,1,0,Bot
908,172.31.129.90_trafic,95,58,11,1,19,0,0,1,5,31,1,0,0,0,0,Bot
909,172.31.110.179_trafic,55,19,13,1,14,0,0,1,2,11,2,0,0,0,0,Bot
910,172.31.129.92_trafic,274,85,66,4,45,0,0,1,6,37,3,0,0,0,0,Bot
911,172.31.170.91_trafic,122,94,4,2,61,0,0,1,8,42,1,0,1,1,0,clean
912,172.31.129.94_trafic,12,2,10,0,2,0,0,1,2,2,6,0,0,0,0,clean
913,172.31.129.95_trafic,188,40,22,6,41,0,0,1,3,18,4,0,0,0,0,Bot
914,172.31.128.250_trafic,983,407,46,23,160,0,0,1,14,142,2,0,0,0,0,Bot
915,172.31.159.1_trafic,51,35,6,1,21,0,0,1,3,23,1,0,0,0,0,clean
916,172.31.110.177_trafic,158,33,78,2,29,0,0,1,3,18,4,0,0,0,0,Bot
917,172.31.149.4_trafic,140,30,28,2,18,0,0,1,5,19,4,0,0,0,0,Bot
918,172.31.149.5_trafic,151,62,18,2,21,0,0,1,3,20,2,0,0,0,0,Bot
919,172.31.235.129_trafic,70,28,12,2,16,0,0,1,2,20,2,0,1,1,0,Bot
920,172.31.231.187_trafic,39,18,4,13,27,0,0,1,2,13,2,0,1,1,0,clean
921,172.31.228.229_trafic,52,14,19,0,7,0,0,1,3,7,3,0,1,1,0,Bot
922,172.31.240.187_trafic,28,18,5,9,11,0,0,1,2,12,1,0,1,1,0,clean
923,172.31.159.6_trafic,116,30,49,3,18,0,0,1,2,11,3,0,0,0,0,Bot
924,172.31.236.155_trafic,93,30,16,2,17,0,0,1,5,15,3,0,1,1,0,Bot
925,172.31.236.154_trafic,186,44,42,3,9,0,0,1,2,5,4,0,1,1,0,Bot
926,172.31.237.59_trafic,329,131,14,6,34,0,0,1,6,47,2,0,1,1,0,Bot
927,172.31.235.183_trafic,38,24,5,5,11,0,6,1,4,7,1,0,1,1,0,clean
928,172.31.155.159_trafic,39,16,12,1,9,0,0,1,4,7,2,0,0,0,0,Bot
929,172.31.155.158_trafic,19,14,6,0,13,0,0,1,1,4,1,0,0,0,0,clean
930,172.31.155.150_trafic,18,10,3,18,17,0,0,1,3,8,1,0,0,0,0,clean
931,172.31.229.36_trafic,53,11,18,0,6,0,0,1,2,4,4,0,1,1,0,Bot
932,172.31.226.144_trafic,148,56,14,3,22,0,0,1,9,20,2,0,1,1,0,clean
933,172.31.234.161_trafic,94,59,6,1,29,0,0,1,3,27,1,0,1,1,0,clean
934,172.31.253.155_trafic,111,58,10,4,31,0,0,1,7,46,1,0,1,1,0,clean
935,172.31.239.227_trafic,52,25,7,4,27,0,0,1,4,17,2,0,1,1,0,clean
936,172.31.253.158_trafic,122,97,5,12,47,0,0,1,4,41,1,0,1,1,0,clean
937,172.31.232.101_trafic,458,145,29,8,35,0,0,1,10,67,3,0,1,1,0,Bot
938,172.31.229.38_trafic,148,27,28,3,13,0,0,1,3,15,5,0,1,1,0,Bot
939,172.31.237.154_trafic,118,39,19,2,15,0,2,1,5,16,3,0,1,1,0,Bot
940,172.31.237.152_trafic,177,63,20,5,36,0,0,1,8,29,2,0,1,1,0,Bot
941,172.31.249.98_trafic,115,34,22,2,18,0,0,1,3,16,3,0,1,1,0,Bot
942,172.31.159.3_trafic,114,72,15,2,45,0,0,1,5,29,1,0,0,0,0,Bot
943,172.31.247.70_trafic,2,1,2,2,1,0,0,1,1,1,2,0,0,0,0,clean
944,172.31.249.95_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,clean
945,172.31.245.111_trafic,181,77,14,4,21,0,0,1,7,25,2,0,1,1,0,Bot
946,172.31.159.5_trafic,9,7,2,0,7,0,0,1,1,4,1,0,0,0,0,clean
947,172.31.159.4_trafic,168,132,4,3,83,0,0,1,5,66,1,0,0,0,0,clean
948,172.31.248.129_trafic,274,78,26,4,33,0,0,1,5,38,3,0,1,1,0,Bot
949,172.31.239.87_trafic,23,21,2,23,11,0,0,1,2,7,1,0,1,1,0,Bot
950,172.31.248.126_trafic,61,42,6,10,27,0,0,1,8,20,1,0,1,1,0,clean
951,172.31.152.243_trafic,136,89,15,2,35,0,0,1,4,47,1,0,0,0,0,Bot
952,172.31.105.165_trafic,148,62,30,2,17,0,81,1,4,10,2,0,0,0,0,Bot
953,172.31.248.122_trafic,57,31,8,1,28,0,1,1,6,19,1,0,1,1,0,clean
954,172.31.248.121_trafic,209,83,27,4,25,0,0,1,7,39,2,0,1,1,0,Bot
955,172.31.228.131_trafic,41,12,12,0,9,0,0,1,2,4,3,0,1,1,0,Bot
956,172.31.108.60_trafic,11,10,2,11,11,0,0,1,2,9,1,0,0,0,0,clean
957,172.31.108.63_trafic,312,63,57,5,24,0,0,1,5,19,4,0,0,0,0,Bot
958,172.31.244.7_trafic,69,14,15,1,9,0,0,1,2,8,4,0,0,0,0,Bot
959,172.31.108.65_trafic,81,35,11,1,11,0,0,1,3,18,2,0,0,0,0,Bot
960,172.31.108.67_trafic,106,48,14,1,13,0,0,1,6,27,2,0,0,0,0,Bot
961,172.31.168.90_trafic,175,28,77,2,13,0,0,1,3,14,6,0,1,1,0,Bot
962,172.31.240.19_trafic,126,54,10,5,17,0,0,1,2,25,2,0,1,1,0,clean
963,172.31.225.86_trafic,421,117,41,15,111,0,0,1,4,46,3,0,1,1,0,Bot
964,172.31.148.220_trafic,104,31,16,1,25,0,0,1,2,17,3,0,0,0,0,Bot
965,172.31.122.175_trafic,68,29,9,1,7,0,0,1,4,14,2,0,0,0,0,clean
966,172.31.126.50_trafic,24,19,3,24,21,0,0,1,3,14,1,0,0,0,0,Bot
967,172.31.248.123_trafic,200,97,16,3,48,0,0,1,7,47,2,0,1,1,0,Bot
968,172.31.155.235_trafic,132,86,14,9,47,0,0,1,6,44,1,0,0,0,0,Bot
969,172.31.239.125_trafic,71,52,3,5,25,0,0,1,2,18,1,0,1,1,0,clean
970,172.31.227.175_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
971,172.31.225.85_trafic,127,62,10,2,13,0,0,1,10,39,2,0,1,1,0,clean
972,172.31.105.167_trafic,2,2,1,2,1,0,0,1,2,2,1,0,0,0,0,clean
973,172.31.104.53_trafic,576,347,11,15,191,0,4,1,14,177,1,0,0,0,0,Bot
974,172.31.108.87_trafic,17,14,2,17,8,0,0,1,3,12,1,0,0,0,0,clean
975,172.31.129.146_trafic,154,36,12,2,13,0,0,1,2,10,4,0,0,0,0,Bot
976,172.31.129.141_trafic,132,62,10,7,33,0,0,1,6,37,2,0,0,0,0,clean
977,172.31.108.83_trafic,13,12,2,13,8,0,0,1,2,6,1,0,0,0,0,clean
978,172.31.170.156_trafic,76,39,11,1,17,0,0,1,2,19,1,0,1,1,0,Bot
979,172.31.170.157_trafic,87,38,17,1,13,0,0,1,3,21,2,0,1,1,0,Bot
980,172.31.159.96_trafic,7,7,1,7,7,0,0,1,1,3,1,0,0,0,0,clean
981,172.31.154.57_trafic,4,4,1,4,4,0,0,1,1,2,1,0,0,0,0,clean
982,172.31.159.93_trafic,1841,191,72,33,126,0,0,1,6,66,9,0,0,0,0,Bot
983,172.31.159.92_trafic,299,75,30,7,78,0,0,1,7,31,3,0,0,0,0,Bot
984,172.31.159.90_trafic,126,73,7,4,21,0,0,1,4,20,1,0,0,0,0,clean
985,172.31.249.65_trafic,15,11,3,15,13,0,0,1,2,6,1,0,1,1,0,clean
986,172.31.159.98_trafic,60,23,30,2,16,0,0,1,2,10,2,0,0,0,0,Bot
987,172.31.250.29_trafic,46,36,3,0,14,0,0,1,4,17,1,0,1,1,0,clean
988,172.31.109.25_trafic,4,4,1,4,3,0,0,1,1,3,1,0,0,0,0,clean
989,172.31.131.63_trafic,271,176,28,15,70,0,1,1,12,79,1,0,0,0,0,Bot
990,172.31.158.208_trafic,63,38,7,1,16,0,0,1,3,15,1,0,0,0,0,clean
991,172.31.129.78_trafic,201,65,17,3,17,0,0,1,8,35,3,0,0,0,0,Bot
992,172.31.109.20_trafic,30,18,8,4,9,0,0,1,5,13,1,0,0,0,0,clean
993,172.31.250.20_trafic,205,129,20,6,48,0,0,1,11,67,1,0,1,1,0,clean
994,172.31.227.172_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
995,172.31.249.254_trafic,111,65,7,27,41,0,0,1,3,30,1,0,1,1,0,clean
996,172.31.12.118_trafic,293,121,27,5,53,0,0,1,5,42,2,0,1,1,0,Bot
997,172.31.245.131_trafic,140,48,21,2,25,0,0,1,6,24,2,0,1,1,0,Bot
998,172.31.245.130_trafic,106,24,11,9,37,0,0,1,4,20,4,0,1,1,0,Bot
999,172.31.251.228_trafic,50,32,6,3,18,0,0,1,3,19,1,0,1,1,0,clean
1000,172.31.251.229_trafic,56,17,17,3,12,0,0,1,2,9,3,0,1,1,0,Bot
1001,172.31.159.79_trafic,37,14,5,37,20,0,0,1,3,10,2,0,0,0,0,clean
1002,172.31.245.134_trafic,104,61,4,10,19,0,0,1,5,29,1,0,1,1,0,clean
1003,172.31.154.204_trafic,178,123,16,3,10,0,0,1,4,8,1,0,0,0,0,Bot
1004,172.31.159.75_trafic,88,26,16,12,25,0,0,1,3,9,3,0,0,0,0,Bot
1005,172.31.251.223_trafic,8,4,5,8,8,0,0,1,2,2,2,0,1,1,0,clean
1006,172.31.251.220_trafic,212,55,26,4,37,0,0,1,4,27,3,0,1,1,0,Bot
1007,172.31.248.53_trafic,344,93,24,6,24,0,0,1,4,34,3,0,1,1,0,Bot
1008,172.31.159.71_trafic,216,130,11,4,46,0,0,1,5,67,1,0,0,0,0,Bot
1009,172.31.251.224_trafic,191,45,38,3,15,0,0,1,9,18,4,0,1,1,0,clean
1010,172.31.248.57_trafic,181,49,22,5,18,0,0,1,5,26,3,0,1,1,0,Bot
1011,172.31.233.48_trafic,6,6,1,6,6,0,0,1,2,4,1,0,0,0,0,clean
1012,172.31.233.42_trafic,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,clean
1013,172.31.146.26_trafic,237,62,25,5,23,0,0,1,3,34,3,0,0,0,0,Bot
1014,172.31.231.49_trafic,157,77,11,3,23,0,0,1,6,31,2,0,1,1,0,Bot
1015,172.31.146.25_trafic,350,46,66,5,20,0,0,1,3,9,7,0,0,0,0,Bot
1016,172.31.146.21_trafic,109,57,9,1,10,0,0,1,2,18,1,0,0,0,0,clean
1017,172.31.254.173_trafic,165,20,31,2,18,0,0,1,3,14,8,0,1,1,0,Bot
1018,172.31.254.172_trafic,9,6,4,0,3,0,0,1,2,3,1,0,1,1,0,clean
1019,172.31.231.41_trafic,40,16,4,8,10,0,0,1,1,9,2,0,1,1,0,clean
1020,172.31.244.198_trafic,228,65,19,4,25,0,0,1,2,17,3,0,1,1,0,Bot
1021,172.31.158.74_trafic,42,17,12,0,4,0,0,1,1,5,2,0,0,0,0,Bot
1022,172.31.230.154_trafic,140,39,23,2,13,0,0,1,5,16,3,0,1,1,0,Bot
1023,172.31.128.190_trafic,100,66,5,4,54,0,0,1,6,34,1,0,0,0,0,clean
